school_id,school_name,school_inf,school_inf_list,school_type,index,municipalitet,address,phone,latitude,longitude,link_urls
46026329,CRA RINCÓN DE ADEMUZ,English,"Transportation, Canteen, Computer classroom, Library, Music classroom, Sports, English, Enrolled in the book bank program",Public School, 46140,ADEMUZ,"Avda. DE VALENCIA, 47-C",978787010,"40,059618","-1,285469",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46026329
46026329,CRA RINCÓN DE ADEMUZ,Enrolled in the book bank program,"Transportation, Canteen, Computer classroom, Library, Music classroom, Sports, English, Enrolled in the book bank program",Public School, 46140,ADEMUZ,"Avda. DE VALENCIA, 47-C",978787010,"40,059618","-1,285469",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46026329
46029434,ESCUELA PRIVADA DE MÚSICA DE ADEMUZ,No information,No information,Private School, 46140,ADEMUZ,"Avda. DE VALENCIA, 39",630248329,"40,06262","-1,285304",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46029434
46020248,IES DE ADEMUZ,Transportation,"Transportation, Canteen, Cafeteria/Bar, Computer classroom, Library, Laboratory/Workshop, Music classroom, Gym, Sports, French, English, Enrolled in the book bank program",Public School, 46140,ADEMUZ,"Avda. DE VALENCIA, 47",978787005,"40,059896","-1,285284",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46020248
46020248,IES DE ADEMUZ,Canteen,"Transportation, Canteen, Cafeteria/Bar, Computer classroom, Library, Laboratory/Workshop, Music classroom, Gym, Sports, French, English, Enrolled in the book bank program",Public School, 46140,ADEMUZ,"Avda. DE VALENCIA, 47",978787005,"40,059896","-1,285284",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46020248
46020248,IES DE ADEMUZ,Cafeteria/Bar,"Transportation, Canteen, Cafeteria/Bar, Computer classroom, Library, Laboratory/Workshop, Music classroom, Gym, Sports, French, English, Enrolled in the book bank program",Public School, 46140,ADEMUZ,"Avda. DE VALENCIA, 47",978787005,"40,059896","-1,285284",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46020248
46020248,IES DE ADEMUZ,Computer classroom,"Transportation, Canteen, Cafeteria/Bar, Computer classroom, Library, Laboratory/Workshop, Music classroom, Gym, Sports, French, English, Enrolled in the book bank program",Public School, 46140,ADEMUZ,"Avda. DE VALENCIA, 47",978787005,"40,059896","-1,285284",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46020248
46020248,IES DE ADEMUZ,Library,"Transportation, Canteen, Cafeteria/Bar, Computer classroom, Library, Laboratory/Workshop, Music classroom, Gym, Sports, French, English, Enrolled in the book bank program",Public School, 46140,ADEMUZ,"Avda. DE VALENCIA, 47",978787005,"40,059896","-1,285284",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46020248
46020248,IES DE ADEMUZ,Laboratory/Workshop,"Transportation, Canteen, Cafeteria/Bar, Computer classroom, Library, Laboratory/Workshop, Music classroom, Gym, Sports, French, English, Enrolled in the book bank program",Public School, 46140,ADEMUZ,"Avda. DE VALENCIA, 47",978787005,"40,059896","-1,285284",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46020248
46020248,IES DE ADEMUZ,Music classroom,"Transportation, Canteen, Cafeteria/Bar, Computer classroom, Library, Laboratory/Workshop, Music classroom, Gym, Sports, French, English, Enrolled in the book bank program",Public School, 46140,ADEMUZ,"Avda. DE VALENCIA, 47",978787005,"40,059896","-1,285284",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46020248
46020248,IES DE ADEMUZ,Gym,"Transportation, Canteen, Cafeteria/Bar, Computer classroom, Library, Laboratory/Workshop, Music classroom, Gym, Sports, French, English, Enrolled in the book bank program",Public School, 46140,ADEMUZ,"Avda. DE VALENCIA, 47",978787005,"40,059896","-1,285284",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46020248
46020248,IES DE ADEMUZ,Sports,"Transportation, Canteen, Cafeteria/Bar, Computer classroom, Library, Laboratory/Workshop, Music classroom, Gym, Sports, French, English, Enrolled in the book bank program",Public School, 46140,ADEMUZ,"Avda. DE VALENCIA, 47",978787005,"40,059896","-1,285284",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46020248
46020248,IES DE ADEMUZ,French,"Transportation, Canteen, Cafeteria/Bar, Computer classroom, Library, Laboratory/Workshop, Music classroom, Gym, Sports, French, English, Enrolled in the book bank program",Public School, 46140,ADEMUZ,"Avda. DE VALENCIA, 47",978787005,"40,059896","-1,285284",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46020248
46020248,IES DE ADEMUZ,English,"Transportation, Canteen, Cafeteria/Bar, Computer classroom, Library, Laboratory/Workshop, Music classroom, Gym, Sports, French, English, Enrolled in the book bank program",Public School, 46140,ADEMUZ,"Avda. DE VALENCIA, 47",978787005,"40,059896","-1,285284",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46020248
46020248,IES DE ADEMUZ,Enrolled in the book bank program,"Transportation, Canteen, Cafeteria/Bar, Computer classroom, Library, Laboratory/Workshop, Music classroom, Gym, Sports, French, English, Enrolled in the book bank program",Public School, 46140,ADEMUZ,"Avda. DE VALENCIA, 47",978787005,"40,059896","-1,285284",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46020248
46030266,EI 1er CICLE MUNICIPAL L'ESCOLETA,English,English,Public School, 46724,ADOR,"C. SANTÍSIMO CRISTO, 6",962808051,"38,91987","-0,225291",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46030266
46020561,ESCOLA PRIVADA DE MÚSICA,Function room,Function room,Private School, 46724,ADOR,"C. GOYA, 1",962808875,"38,918702","-0,223562",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46020561
46018953,CEIP LA MURTERA,Canteen,"Canteen, Computer classroom, Library, Laboratory/Workshop, Music classroom, Sports, French, English, Enrolled in the book bank program",Public School, 46724,ADOR,"C. JOSÉ ESCRIVÁ, S/N",962826630,"38,922274","-0,223911",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46018953
46018953,CEIP LA MURTERA,Computer classroom,"Canteen, Computer classroom, Library, Laboratory/Workshop, Music classroom, Sports, French, English, Enrolled in the book bank program",Public School, 46724,ADOR,"C. JOSÉ ESCRIVÁ, S/N",962826630,"38,922274","-0,223911",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46018953
46018953,CEIP LA MURTERA,Library,"Canteen, Computer classroom, Library, Laboratory/Workshop, Music classroom, Sports, French, English, Enrolled in the book bank program",Public School, 46724,ADOR,"C. JOSÉ ESCRIVÁ, S/N",962826630,"38,922274","-0,223911",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46018953
46018953,CEIP LA MURTERA,Laboratory/Workshop,"Canteen, Computer classroom, Library, Laboratory/Workshop, Music classroom, Sports, French, English, Enrolled in the book bank program",Public School, 46724,ADOR,"C. JOSÉ ESCRIVÁ, S/N",962826630,"38,922274","-0,223911",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46018953
46018953,CEIP LA MURTERA,Music classroom,"Canteen, Computer classroom, Library, Laboratory/Workshop, Music classroom, Sports, French, English, Enrolled in the book bank program",Public School, 46724,ADOR,"C. JOSÉ ESCRIVÁ, S/N",962826630,"38,922274","-0,223911",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46018953
46018953,CEIP LA MURTERA,Sports,"Canteen, Computer classroom, Library, Laboratory/Workshop, Music classroom, Sports, French, English, Enrolled in the book bank program",Public School, 46724,ADOR,"C. JOSÉ ESCRIVÁ, S/N",962826630,"38,922274","-0,223911",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46018953
46018953,CEIP LA MURTERA,French,"Canteen, Computer classroom, Library, Laboratory/Workshop, Music classroom, Sports, French, English, Enrolled in the book bank program",Public School, 46724,ADOR,"C. JOSÉ ESCRIVÁ, S/N",962826630,"38,922274","-0,223911",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46018953
46018953,CEIP LA MURTERA,English,"Canteen, Computer classroom, Library, Laboratory/Workshop, Music classroom, Sports, French, English, Enrolled in the book bank program",Public School, 46724,ADOR,"C. JOSÉ ESCRIVÁ, S/N",962826630,"38,922274","-0,223911",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46018953
46018953,CEIP LA MURTERA,Enrolled in the book bank program,"Canteen, Computer classroom, Library, Laboratory/Workshop, Music classroom, Sports, French, English, Enrolled in the book bank program",Public School, 46724,ADOR,"C. JOSÉ ESCRIVÁ, S/N",962826630,"38,922274","-0,223911",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46018953
46000079,CEIP SANT VICENT FERRER,Mestre home page,"Mestre home page, Canteen, Library, Laboratory/Workshop, Music classroom, Gym, Sports, French, English, Enrolled in the book bank program",Public School, 46890,AGULLENT,"Cm. VELL D'ONTINYENT, S/N",962919350,"38,821801","-0,555249",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46000079
46000079,CEIP SANT VICENT FERRER,Canteen,"Mestre home page, Canteen, Library, Laboratory/Workshop, Music classroom, Gym, Sports, French, English, Enrolled in the book bank program",Public School, 46890,AGULLENT,"Cm. VELL D'ONTINYENT, S/N",962919350,"38,821801","-0,555249",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46000079
46000079,CEIP SANT VICENT FERRER,Library,"Mestre home page, Canteen, Library, Laboratory/Workshop, Music classroom, Gym, Sports, French, English, Enrolled in the book bank program",Public School, 46890,AGULLENT,"Cm. VELL D'ONTINYENT, S/N",962919350,"38,821801","-0,555249",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46000079
46000079,CEIP SANT VICENT FERRER,Laboratory/Workshop,"Mestre home page, Canteen, Library, Laboratory/Workshop, Music classroom, Gym, Sports, French, English, Enrolled in the book bank program",Public School, 46890,AGULLENT,"Cm. VELL D'ONTINYENT, S/N",962919350,"38,821801","-0,555249",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46000079
46000079,CEIP SANT VICENT FERRER,Music classroom,"Mestre home page, Canteen, Library, Laboratory/Workshop, Music classroom, Gym, Sports, French, English, Enrolled in the book bank program",Public School, 46890,AGULLENT,"Cm. VELL D'ONTINYENT, S/N",962919350,"38,821801","-0,555249",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46000079
46000079,CEIP SANT VICENT FERRER,Gym,"Mestre home page, Canteen, Library, Laboratory/Workshop, Music classroom, Gym, Sports, French, English, Enrolled in the book bank program",Public School, 46890,AGULLENT,"Cm. VELL D'ONTINYENT, S/N",962919350,"38,821801","-0,555249",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46000079
46000079,CEIP SANT VICENT FERRER,Sports,"Mestre home page, Canteen, Library, Laboratory/Workshop, Music classroom, Gym, Sports, French, English, Enrolled in the book bank program",Public School, 46890,AGULLENT,"Cm. VELL D'ONTINYENT, S/N",962919350,"38,821801","-0,555249",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46000079
46000079,CEIP SANT VICENT FERRER,French,"Mestre home page, Canteen, Library, Laboratory/Workshop, Music classroom, Gym, Sports, French, English, Enrolled in the book bank program",Public School, 46890,AGULLENT,"Cm. VELL D'ONTINYENT, S/N",962919350,"38,821801","-0,555249",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46000079
46000079,CEIP SANT VICENT FERRER,English,"Mestre home page, Canteen, Library, Laboratory/Workshop, Music classroom, Gym, Sports, French, English, Enrolled in the book bank program",Public School, 46890,AGULLENT,"Cm. VELL D'ONTINYENT, S/N",962919350,"38,821801","-0,555249",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46000079
46000079,CEIP SANT VICENT FERRER,Enrolled in the book bank program,"Mestre home page, Canteen, Library, Laboratory/Workshop, Music classroom, Gym, Sports, French, English, Enrolled in the book bank program",Public School, 46890,AGULLENT,"Cm. VELL D'ONTINYENT, S/N",962919350,"38,821801","-0,555249",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46000079
46028120,CENTRE FPA MUNICIPAL D'AGULLENT,No information,No information,Public School, 46890,AGULLENT,"C. MAJOR, 4",962907472,"38,822541","-0,547847",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46028120
46022713,EI 1er CICLE MUNICIPAL LA JORDANA,No information,No information,Public School, 46890,AGULLENT,"C. ALFONSO I FRANCISCO PLÁ, 2",962907850,"38,82147","-0,554517",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46022713
46020571,ESCOLA PRIVADA DE MÚSICA AMANCIO AMORÓS SIRVENT,Cafeteria/Bar,Cafeteria/Bar,Private School, 46890,AGULLENT,"C. MAJOR, 4",605864632,"38,822353","-0,547847",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46020571
46001515,CEIP SANT JOSEP DE CALASSANÇ,Canteen,"Canteen, Computer classroom, Library, Laboratory/Workshop, Football, Sports, English, Enrolled in the book bank program",Public School, 46812,AIELO DE MALFERIT,"C. MESTRE CARLES SALVADOR, 1",962919355,"38,877186","-0,588212",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46001515
46001515,CEIP SANT JOSEP DE CALASSANÇ,Computer classroom,"Canteen, Computer classroom, Library, Laboratory/Workshop, Football, Sports, English, Enrolled in the book bank program",Public School, 46812,AIELO DE MALFERIT,"C. MESTRE CARLES SALVADOR, 1",962919355,"38,877186","-0,588212",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46001515
46001515,CEIP SANT JOSEP DE CALASSANÇ,Library,"Canteen, Computer classroom, Library, Laboratory/Workshop, Football, Sports, English, Enrolled in the book bank program",Public School, 46812,AIELO DE MALFERIT,"C. MESTRE CARLES SALVADOR, 1",962919355,"38,877186","-0,588212",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46001515
46001515,CEIP SANT JOSEP DE CALASSANÇ,Laboratory/Workshop,"Canteen, Computer classroom, Library, Laboratory/Workshop, Football, Sports, English, Enrolled in the book bank program",Public School, 46812,AIELO DE MALFERIT,"C. MESTRE CARLES SALVADOR, 1",962919355,"38,877186","-0,588212",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46001515
46001515,CEIP SANT JOSEP DE CALASSANÇ,Football,"Canteen, Computer classroom, Library, Laboratory/Workshop, Football, Sports, English, Enrolled in the book bank program",Public School, 46812,AIELO DE MALFERIT,"C. MESTRE CARLES SALVADOR, 1",962919355,"38,877186","-0,588212",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46001515
46001515,CEIP SANT JOSEP DE CALASSANÇ,Sports,"Canteen, Computer classroom, Library, Laboratory/Workshop, Football, Sports, English, Enrolled in the book bank program",Public School, 46812,AIELO DE MALFERIT,"C. MESTRE CARLES SALVADOR, 1",962919355,"38,877186","-0,588212",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46001515
46001515,CEIP SANT JOSEP DE CALASSANÇ,English,"Canteen, Computer classroom, Library, Laboratory/Workshop, Football, Sports, English, Enrolled in the book bank program",Public School, 46812,AIELO DE MALFERIT,"C. MESTRE CARLES SALVADOR, 1",962919355,"38,877186","-0,588212",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46001515
46001515,CEIP SANT JOSEP DE CALASSANÇ,Enrolled in the book bank program,"Canteen, Computer classroom, Library, Laboratory/Workshop, Football, Sports, English, Enrolled in the book bank program",Public School, 46812,AIELO DE MALFERIT,"C. MESTRE CARLES SALVADOR, 1",962919355,"38,877186","-0,588212",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46001515
46027231,CENTRE FPA MUNICIPAL ENRIC VALOR,No information,No information,Public School, 46812,AIELO DE MALFERIT,"Avda. SANTÍSSIM CRIST, 1",962363010,"38,878159","-0,58985",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46027231
46018606,E. DE MÚSICA MUNICIPAL,No information,No information,Public School, 46812,AIELO DE MALFERIT,"Avda. SANTÍSSIM CRIST, 5",962360720,"38,87818","-0,589753",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46018606
46022348,EI 1er CICLE MUNICIPAL LA SERRATELLA,No information,No information,Public School, 46812,AIELO DE MALFERIT,"C. BOCAIRENT, S/N",652365407,"38,877169","-0,588609",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46022348
46022099,IES PORÇONS,Cafeteria/Bar,"Cafeteria/Bar, Computer classroom, Library, Laboratory/Workshop, Function room, Music classroom, Football, Gym, Sports, French, English, European Social Funds, Enrolled in the book bank program",Public School, 46812,AIELO DE MALFERIT,"C. JULIÁN JUAN MOMPÓ, 3",962919595,"38,881554","-0,595665",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46022099
46022099,IES PORÇONS,Computer classroom,"Cafeteria/Bar, Computer classroom, Library, Laboratory/Workshop, Function room, Music classroom, Football, Gym, Sports, French, English, European Social Funds, Enrolled in the book bank program",Public School, 46812,AIELO DE MALFERIT,"C. JULIÁN JUAN MOMPÓ, 3",962919595,"38,881554","-0,595665",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46022099
46022099,IES PORÇONS,Library,"Cafeteria/Bar, Computer classroom, Library, Laboratory/Workshop, Function room, Music classroom, Football, Gym, Sports, French, English, European Social Funds, Enrolled in the book bank program",Public School, 46812,AIELO DE MALFERIT,"C. JULIÁN JUAN MOMPÓ, 3",962919595,"38,881554","-0,595665",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46022099
46022099,IES PORÇONS,Laboratory/Workshop,"Cafeteria/Bar, Computer classroom, Library, Laboratory/Workshop, Function room, Music classroom, Football, Gym, Sports, French, English, European Social Funds, Enrolled in the book bank program",Public School, 46812,AIELO DE MALFERIT,"C. JULIÁN JUAN MOMPÓ, 3",962919595,"38,881554","-0,595665",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46022099
46022099,IES PORÇONS,Function room,"Cafeteria/Bar, Computer classroom, Library, Laboratory/Workshop, Function room, Music classroom, Football, Gym, Sports, French, English, European Social Funds, Enrolled in the book bank program",Public School, 46812,AIELO DE MALFERIT,"C. JULIÁN JUAN MOMPÓ, 3",962919595,"38,881554","-0,595665",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46022099
46022099,IES PORÇONS,Music classroom,"Cafeteria/Bar, Computer classroom, Library, Laboratory/Workshop, Function room, Music classroom, Football, Gym, Sports, French, English, European Social Funds, Enrolled in the book bank program",Public School, 46812,AIELO DE MALFERIT,"C. JULIÁN JUAN MOMPÓ, 3",962919595,"38,881554","-0,595665",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46022099
46022099,IES PORÇONS,Football,"Cafeteria/Bar, Computer classroom, Library, Laboratory/Workshop, Function room, Music classroom, Football, Gym, Sports, French, English, European Social Funds, Enrolled in the book bank program",Public School, 46812,AIELO DE MALFERIT,"C. JULIÁN JUAN MOMPÓ, 3",962919595,"38,881554","-0,595665",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46022099
46022099,IES PORÇONS,Gym,"Cafeteria/Bar, Computer classroom, Library, Laboratory/Workshop, Function room, Music classroom, Football, Gym, Sports, French, English, European Social Funds, Enrolled in the book bank program",Public School, 46812,AIELO DE MALFERIT,"C. JULIÁN JUAN MOMPÓ, 3",962919595,"38,881554","-0,595665",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46022099
46022099,IES PORÇONS,Sports,"Cafeteria/Bar, Computer classroom, Library, Laboratory/Workshop, Function room, Music classroom, Football, Gym, Sports, French, English, European Social Funds, Enrolled in the book bank program",Public School, 46812,AIELO DE MALFERIT,"C. JULIÁN JUAN MOMPÓ, 3",962919595,"38,881554","-0,595665",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46022099
46022099,IES PORÇONS,French,"Cafeteria/Bar, Computer classroom, Library, Laboratory/Workshop, Function room, Music classroom, Football, Gym, Sports, French, English, European Social Funds, Enrolled in the book bank program",Public School, 46812,AIELO DE MALFERIT,"C. JULIÁN JUAN MOMPÓ, 3",962919595,"38,881554","-0,595665",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46022099
46022099,IES PORÇONS,English,"Cafeteria/Bar, Computer classroom, Library, Laboratory/Workshop, Function room, Music classroom, Football, Gym, Sports, French, English, European Social Funds, Enrolled in the book bank program",Public School, 46812,AIELO DE MALFERIT,"C. JULIÁN JUAN MOMPÓ, 3",962919595,"38,881554","-0,595665",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46022099
46022099,IES PORÇONS,European Social Funds,"Cafeteria/Bar, Computer classroom, Library, Laboratory/Workshop, Function room, Music classroom, Football, Gym, Sports, French, English, European Social Funds, Enrolled in the book bank program",Public School, 46812,AIELO DE MALFERIT,"C. JULIÁN JUAN MOMPÓ, 3",962919595,"38,881554","-0,595665",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46022099
46022099,IES PORÇONS,Enrolled in the book bank program,"Cafeteria/Bar, Computer classroom, Library, Laboratory/Workshop, Function room, Music classroom, Football, Gym, Sports, French, English, European Social Funds, Enrolled in the book bank program",Public School, 46812,AIELO DE MALFERIT,"C. JULIÁN JUAN MOMPÓ, 3",962919595,"38,881554","-0,595665",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46022099
46000171,CEIP BONAVISTA,Canteen,"Canteen, Computer classroom, Library, Language class, Laboratory/Workshop, Music classroom, Gym, Sports, English, Enrolled in the book bank program",Public School, 46970,ALAQUÀS,"C. BONAVISTA, S/N",961205520,"39,454445","-0,450954",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46000171
46000171,CEIP BONAVISTA,Computer classroom,"Canteen, Computer classroom, Library, Language class, Laboratory/Workshop, Music classroom, Gym, Sports, English, Enrolled in the book bank program",Public School, 46970,ALAQUÀS,"C. BONAVISTA, S/N",961205520,"39,454445","-0,450954",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46000171
46000171,CEIP BONAVISTA,Library,"Canteen, Computer classroom, Library, Language class, Laboratory/Workshop, Music classroom, Gym, Sports, English, Enrolled in the book bank program",Public School, 46970,ALAQUÀS,"C. BONAVISTA, S/N",961205520,"39,454445","-0,450954",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46000171
46000171,CEIP BONAVISTA,Language class,"Canteen, Computer classroom, Library, Language class, Laboratory/Workshop, Music classroom, Gym, Sports, English, Enrolled in the book bank program",Public School, 46970,ALAQUÀS,"C. BONAVISTA, S/N",961205520,"39,454445","-0,450954",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46000171
46000171,CEIP BONAVISTA,Laboratory/Workshop,"Canteen, Computer classroom, Library, Language class, Laboratory/Workshop, Music classroom, Gym, Sports, English, Enrolled in the book bank program",Public School, 46970,ALAQUÀS,"C. BONAVISTA, S/N",961205520,"39,454445","-0,450954",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46000171
46000171,CEIP BONAVISTA,Music classroom,"Canteen, Computer classroom, Library, Language class, Laboratory/Workshop, Music classroom, Gym, Sports, English, Enrolled in the book bank program",Public School, 46970,ALAQUÀS,"C. BONAVISTA, S/N",961205520,"39,454445","-0,450954",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46000171
46000171,CEIP BONAVISTA,Gym,"Canteen, Computer classroom, Library, Language class, Laboratory/Workshop, Music classroom, Gym, Sports, English, Enrolled in the book bank program",Public School, 46970,ALAQUÀS,"C. BONAVISTA, S/N",961205520,"39,454445","-0,450954",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46000171
46000171,CEIP BONAVISTA,Sports,"Canteen, Computer classroom, Library, Language class, Laboratory/Workshop, Music classroom, Gym, Sports, English, Enrolled in the book bank program",Public School, 46970,ALAQUÀS,"C. BONAVISTA, S/N",961205520,"39,454445","-0,450954",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46000171
46000171,CEIP BONAVISTA,English,"Canteen, Computer classroom, Library, Language class, Laboratory/Workshop, Music classroom, Gym, Sports, English, Enrolled in the book bank program",Public School, 46970,ALAQUÀS,"C. BONAVISTA, S/N",961205520,"39,454445","-0,450954",https://ceice.gva.es/abc/i_guiadecentros/es/centro.asp?codi=46000171
